P0,ndot,tads,alpha,beta,PI,Pl,purity_s1,recovery_s1,productivity_s1,energy_s1,purity_s2,recovery_s2,productivity_s2,energy_s2,final_purity,final_recovery,overall_recovery
100146.484375,1.441162109375,376.591796875,0.20532226562500003,0.28911132812500007,12299.598217010498,7261.71875,0.4572630024266236,0.9829656326359444,4.557219570898406e-5,193.11634409730533,0.7973923372168736,0.9967132426993358,0.00014710356819189736,94.8016304709015,0.7973923372168736,0.9967132426993358,0.9797348631665762
100219.7265625,0.9705810546875,309.6044921875,0.32404785156250004,0.19587402343750002,47006.895899772644,7884.765625,0.33068401366951916,0.9992431294981982,3.300618329376096e-5,226.00997723994038,0.5727104107905162,0.9994044481664833,7.53000628307539e-5,121.74445630642367,0.5727104107905162,0.9994044481664833,0.9986480284202965
100439.453125,1.064697265625,212.236328125,0.24604492187500002,0.26713867187500007,18776.16262435913,8753.90625,0.3571074188248632,0.9995041042080416,3.6961215463002645e-5,184.21474772944134,0.6211024629961696,0.9995642840779958,9.258899308815772e-5,99.95914261618967,0.6211024629961696,0.9995642840779958,0.9990686043557296
100732.421875,0.688232421875,239.130859375,0.25161132812500003,0.3951660156250001,33195.40739059448,4277.34375,0.3379537300621364,0.9990852412371574,2.5951587218945754e-5,253.78463647249978,0.5776712381200991,0.9991928710702496,6.209054181320689e-5,139.9654248217231,0.5776712381200991,0.9991928710702496,0.9982788506356681
100805.6640625,1.7235107421875,340.8154296875,0.22150878906250002,0.11325683593750001,19775.334239006042,4900.390625,0.40810330558902463,0.9765410090274872,5.369691189087501e-5,235.57664986783277,0.7288614248925377,0.9945444323446344,0.00015372997512829906,119.4536569424215,0.7288614248925377,0.9945444323446344,0.9712134234844988
101025.390625,1.817626953125,94.697265625,0.292333984375,0.34858398437500004,27757.3561668396,3769.53125,0.32303221935328413,0.9989741848952903,6.180513789525798e-5,287.70407608993,0.5482855806791972,0.9990762280966387,0.00014031644278828163,158.74198527386577,0.5482855806791972,0.9990762280966387,0.9980513606111008
101098.6328125,0.5941162109375,165.8349609375,0.17844238281250002,0.1428466796875,24104.241251945496,3392.578125,0.28699700469776573,0.9991417041004216,2.531924887741812e-5,230.6406695700599,0.46544990681448833,0.9989817417170647,5.140191277523467e-5,148.28329189924648,0.46544990681448833,0.9989817417170647,0.9981243197843952
101318.359375,1.060302734375,117.607421875,0.337744140625,0.17075195312500002,50141.97492599487,4605.46875,0.2672244946311505,0.9995753625575331,4.0325454447542685e-5,277.0051984886325,0.42141722705922147,0.999522869221536,7.493509236335623e-5,172.66788243969066,0.42141722705922147,0.999522869221536,0.9990984343866626
101391.6015625,1.5272216796875,228.5888671875,0.1517822265625,0.34001464843750007,6803.728938102722,4228.515625,0.46051168975608003,0.9967756070301788,5.019128446655654e-5,207.79339633751619,0.7877049879996693,0.9980458889427636,0.00016463729107228943,107.23209070564438,0.7877049879996693,0.9980458889427636,0.9948277967948975
101611.328125,1.433837890625,303.876953125,0.38081054687500004,0.12299804687500002,44632.508754730225,3097.65625,0.3061908380167498,0.9961930257939199,4.6767623934808456e-5,388.42126555698826,0.521593543777753,0.9971471387637593,9.768761582241762e-5,209.82688720127467,0.521593543777753,0.9971471387637593,0.9933510253268191
101684.5703125,1.1536865234375,360.4052734375,0.11105957031250001,0.3660888671875,12176.358103752136,3720.703125,0.5192385222686793,0.9947126403464573,3.801255517365781e-5,193.8696822816711,0.8532593317588292,0.9974333873458167,0.00014211403839658294,102.93343491722021,0.8532593317588292,0.9974333873458167,0.992159598296468
